story_number,story_id,analyst_id,req_id,specific_question,general_question
18,249,daniel,V5.3.1,Does the user story implementation involve some output?,Does the user story implementation involve some output?
18,249,daniel,V5.3.2,Does the user story implementation involve some output?,Does the user story implementation involve some output?
18,249,daniel,V5.3.5,Does the user story implementation involve some output?,Does the user story implementation involve some output?
18,154,marcelo,V5.3.3,Does the user story implementation involve some output?,Does the user story implementation involve some output?
18,154,marcelo,V5.3.1,Does the user story implementation involve some output?,Does the user story implementation involve some output?
18,154,marcelo,V5.3.2,Does the user story implementation involve some output?,Does the user story implementation involve some output?
18,225,tulio,V5.3.3,Does the user story implementation involve some output?,Does the user story implementation involve some output?
19,252,daniel,V5.3.3,Does the user story implementation involve some output?,Does the user story implementation involve some output?
19,252,daniel,V5.3.4,Does the user story implementation involve some output?,Does the user story implementation involve some output?
19,252,daniel,V5.3.1,Does the user story implementation involve some output?,Does the user story implementation involve some output?
19,252,daniel,V5.3.2,Does the user story implementation involve some output?,Does the user story implementation involve some output?
19,252,daniel,V5.3.5,Does the user story implementation involve some output?,Does the user story implementation involve some output?
19,155,marcelo,V5.1.5,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
19,155,marcelo,V5.3.3,Does the user story implementation involve some output?,Does the user story implementation involve some output?
19,155,marcelo,V5.3.1,Does the user story implementation involve some output?,Does the user story implementation involve some output?
19,155,marcelo,V5.3.2,Does the user story implementation involve some output?,Does the user story implementation involve some output?
19,226,tulio,V5.3.3,Does the user story implementation involve some output?,Does the user story implementation involve some output?
20,255,daniel,V2.1.8,Does the user story involve the user creating/setting/recovering a password?,Does the user story involve the implementation/change of some system authentication?
20,255,daniel,V2.1.6,Does the user story involve the user creating/setting/recovering a password?,Does the user story involve the implementation/change of some system authentication?
20,255,daniel,V2.1.3,Does the user story involve the user creating/setting/recovering a password?,Does the user story involve the implementation/change of some system authentication?
20,255,daniel,V2.1.1,Does the user story involve the user creating/setting/recovering a password?,Does the user story involve the implementation/change of some system authentication?
20,255,daniel,V2.1.5,Does the user story involve the user creating/setting/recovering a password?,Does the user story involve the implementation/change of some system authentication?
20,255,daniel,V2.3.1,Does the user story involve the implementation/change of some system authentication?,Does the user story involve the implementation/change of some system authentication?
20,255,daniel,V2.2.1,Does the user story involve the implementation/change of some system authentication?,Does the user story involve the implementation/change of some system authentication?
20,255,daniel,V8.2.3,Does the user story involve the implementation/change of some system authentication?,Does the user story involve the implementation/change of some system authentication?
20,255,daniel,V2.5.5,Does the user story involve the implementation/change of some system authentication?,Does the user story involve the implementation/change of some system authentication?
20,255,daniel,V2.2.3,Does the user story involve the implementation/change of some system authentication?,Does the user story involve the implementation/change of some system authentication?
20,255,daniel,V2.2.2,Does the user story involve the implementation/change of some system authentication?,Does the user story involve the implementation/change of some system authentication?
20,255,daniel,V3.2.1,Does the user story involve the implementation/change of some system authentication?,Does the user story involve the implementation/change of some system authentication?
20,255,daniel,V3.2.2,Does the user story implementation involve some session token?,Does the user story involve some token?
20,255,daniel,V3.2.3,Does the user story implementation involve some session token?,Does the user story involve some token?
20,255,daniel,V3.4.2,Does the user story implementation involve some cookie-based session token?,Does the user story involve some token?
20,255,daniel,V3.4.1,Does the user story implementation involve some cookie-based session token?,Does the user story involve some token?
20,255,daniel,V3.4.4,Does the user story implementation involve some cookie-based session token?,Does the user story involve some token?
20,255,daniel,V3.4.3,Does the user story implementation involve some cookie-based session token?,Does the user story involve some token?
20,255,daniel,V3.7.1,Does the user story implementation involve any sensitive transactions or account modification?,"Does the user story implementation involve any sensitive transactions, data, or API?"
20,255,daniel,V13.1.3,Does the user story implementation involve using any sensitive data or API ?,"Does the user story implementation involve any sensitive transactions, data, or API?"
20,255,daniel,V13.2.1,Does the user story implementation involve using any RESTful API ?,"Does the user story implementation involve any sensitive transactions, data, or API?"
20,255,daniel,V13.2.2,Does the user story implementation involve using any RESTful API ?,"Does the user story implementation involve any sensitive transactions, data, or API?"
20,255,daniel,V13.2.3,Does the user story implementation involve using any RESTful API ?,"Does the user story implementation involve any sensitive transactions, data, or API?"
20,255,daniel,V13.3.1,Does the user story implementation involve using any RESTful API ?,"Does the user story implementation involve any sensitive transactions, data, or API?"
20,255,daniel,V5.1.3,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
20,255,daniel,V5.3.3,Does the user story implementation involve some output?,Does the user story implementation involve some output?
20,255,daniel,V5.3.4,Does the user story implementation involve some output?,Does the user story implementation involve some output?
20,255,daniel,V5.3.1,Does the user story implementation involve some output?,Does the user story implementation involve some output?
20,255,daniel,V5.3.2,Does the user story implementation involve some output?,Does the user story implementation involve some output?
20,255,daniel,V5.3.5,Does the user story implementation involve some output?,Does the user story implementation involve some output?
20,255,daniel,V5.5.1,Does the user story implementation involve object serialization?,Does the user story implementation involve some data serialization or deserialization?
20,255,daniel,V5.5.2,Does the user story implementation involve XML parser?,Does the user story implementation involve some data serialization or deserialization?
20,255,daniel,V7.1.1,Does the user story implementation involve any data storage in the log?,Does the user story implementation involve any data storage in the log?
20,255,daniel,V7.1.2,Does the user story implementation involve any data storage in the log?,Does the user story implementation involve any data storage in the log?
20,157,marcelo,V8.3.4,Does the user story implementation involve using any sensitive data or API ?,"Does the user story implementation involve any sensitive transactions, data, or API?"
20,227,tulio,V3.7.1,Does the user story implementation involve any sensitive transactions or account modification?,"Does the user story implementation involve any sensitive transactions, data, or API?"
20,227,tulio,V8.3.1,Does the user story implementation involve using any sensitive data or API ?,"Does the user story implementation involve any sensitive transactions, data, or API?"
20,227,tulio,V4.3.1,Does the user story implementation involve some administrative interface?,Does the user story implementation involve some administrative interface?
20,227,tulio,V5.1.3,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
20,227,tulio,V5.3.3,Does the user story implementation involve some output?,Does the user story implementation involve some output?
20,112,victor,V3.7.1,Does the user story implementation involve any sensitive transactions or account modification?,"Does the user story implementation involve any sensitive transactions, data, or API?"
20,112,victor,V13.1.3,Does the user story implementation involve using any sensitive data or API ?,"Does the user story implementation involve any sensitive transactions, data, or API?"
20,112,victor,V8.3.4,Does the user story implementation involve using any sensitive data or API ?,"Does the user story implementation involve any sensitive transactions, data, or API?"
20,112,victor,V4.3.1,Does the user story implementation involve some administrative interface?,Does the user story implementation involve some administrative interface?
20,112,victor,V5.1.3,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
21,262,daniel,V2.1.1,Does the user story involve the user creating/setting/recovering a password?,Does the user story involve the implementation/change of some system authentication?
21,262,daniel,V3.3.2,Does the user story implementation involve some session token?,Does the user story involve some token?
21,262,daniel,V3.4.5,Does the user story implementation involve some session token?,Does the user story involve some token?
21,262,daniel,V3.3.1,Does the user story implementation involve some session token?,Does the user story involve some token?
21,262,daniel,V3.2.2,Does the user story implementation involve some session token?,Does the user story involve some token?
21,262,daniel,V3.1.1,Does the user story implementation involve some session token?,Does the user story involve some token?
21,262,daniel,V3.2.3,Does the user story implementation involve some session token?,Does the user story involve some token?
21,262,daniel,V3.7.1,Does the user story implementation involve any sensitive transactions or account modification?,"Does the user story implementation involve any sensitive transactions, data, or API?"
21,262,daniel,V13.1.3,Does the user story implementation involve using any sensitive data or API ?,"Does the user story implementation involve any sensitive transactions, data, or API?"
21,262,daniel,V13.1.1,Does the user story implementation involve using any sensitive data or API ?,"Does the user story implementation involve any sensitive transactions, data, or API?"
21,262,daniel,V8.3.4,Does the user story implementation involve using any sensitive data or API ?,"Does the user story implementation involve any sensitive transactions, data, or API?"
21,262,daniel,V4.2.1,Does the user story implementation involve using any sensitive data or API ?,"Does the user story implementation involve any sensitive transactions, data, or API?"
21,262,daniel,V8.3.1,Does the user story implementation involve using any sensitive data or API ?,"Does the user story implementation involve any sensitive transactions, data, or API?"
21,262,daniel,V8.3.3,Does the user story implementation involve using any sensitive data or API ?,"Does the user story implementation involve any sensitive transactions, data, or API?"
21,262,daniel,V8.3.2,Does the user story implementation involve using any sensitive data or API ?,"Does the user story implementation involve any sensitive transactions, data, or API?"
21,262,daniel,V5.1.3,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
21,262,daniel,V5.3.3,Does the user story implementation involve some output?,Does the user story implementation involve some output?
21,262,daniel,V5.3.4,Does the user story implementation involve some output?,Does the user story implementation involve some output?
21,262,daniel,V5.3.1,Does the user story implementation involve some output?,Does the user story implementation involve some output?
21,262,daniel,V5.3.2,Does the user story implementation involve some output?,Does the user story implementation involve some output?
21,262,daniel,V5.3.5,Does the user story implementation involve some output?,Does the user story implementation involve some output?
21,262,daniel,V5.5.1,Does the user story implementation involve object serialization?,Does the user story implementation involve some data serialization or deserialization?
21,262,daniel,V5.5.2,Does the user story implementation involve XML parser?,Does the user story implementation involve some data serialization or deserialization?
21,262,daniel,V5.5.3,Does the user story implementation involve data deserialization?,Does the user story implementation involve some data serialization or deserialization?
21,262,daniel,V5.5.4,Does the user story implementation involve some JSON parsing?,Does the user story implementation involve some data serialization or deserialization?
21,262,daniel,V7.1.1,Does the user story implementation involve any data storage in the log?,Does the user story implementation involve any data storage in the log?
21,262,daniel,V7.1.2,Does the user story implementation involve any data storage in the log?,Does the user story implementation involve any data storage in the log?
21,159,marcelo,V8.3.4,Does the user story implementation involve using any sensitive data or API ?,"Does the user story implementation involve any sensitive transactions, data, or API?"
21,228,tulio,V3.7.1,Does the user story implementation involve any sensitive transactions or account modification?,"Does the user story implementation involve any sensitive transactions, data, or API?"
21,228,tulio,V8.3.1,Does the user story implementation involve using any sensitive data or API ?,"Does the user story implementation involve any sensitive transactions, data, or API?"
21,228,tulio,V4.3.1,Does the user story implementation involve some administrative interface?,Does the user story implementation involve some administrative interface?
21,228,tulio,V5.1.3,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
21,289,victor,V5.3.4,Does the user story implementation involve some output?,Does the user story implementation involve some output?
21,289,victor,V5.3.2,Does the user story implementation involve some output?,Does the user story implementation involve some output?
22,268,daniel,V13.1.3,Does the user story implementation involve using any sensitive data or API ?,"Does the user story implementation involve any sensitive transactions, data, or API?"
22,268,daniel,V5.1.3,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
22,268,daniel,V5.2.1,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
22,268,daniel,V5.1.2,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
22,268,daniel,V5.1.4,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
22,268,daniel,V5.2.4,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
22,268,daniel,V5.1.1,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
22,268,daniel,V5.2.6,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
22,268,daniel,V5.2.5,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
22,268,daniel,V5.2.3,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
22,268,daniel,V5.2.7,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
22,268,daniel,V5.2.8,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
22,268,daniel,V5.2.2,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
22,268,daniel,V5.1.5,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
22,268,daniel,V5.3.3,Does the user story implementation involve some output?,Does the user story implementation involve some output?
22,268,daniel,V5.3.4,Does the user story implementation involve some output?,Does the user story implementation involve some output?
22,268,daniel,V5.3.1,Does the user story implementation involve some output?,Does the user story implementation involve some output?
22,268,daniel,V5.3.2,Does the user story implementation involve some output?,Does the user story implementation involve some output?
22,268,daniel,V5.3.5,Does the user story implementation involve some output?,Does the user story implementation involve some output?
22,160,marcelo,V8.3.4,Does the user story implementation involve using any sensitive data or API ?,"Does the user story implementation involve any sensitive transactions, data, or API?"
22,229,tulio,V5.3.3,Does the user story implementation involve some output?,Does the user story implementation involve some output?
22,289,victor,V5.3.4,Does the user story implementation involve some output?,Does the user story implementation involve some output?
22,289,victor,V5.3.2,Does the user story implementation involve some output?,Does the user story implementation involve some output?
23,271,daniel,V2.1.11,Does the user story involve the user creating/setting/recovering a password?,Does the user story involve the implementation/change of some system authentication?
23,271,daniel,V2.1.8,Does the user story involve the user creating/setting/recovering a password?,Does the user story involve the implementation/change of some system authentication?
23,271,daniel,V2.1.4,Does the user story involve the user creating/setting/recovering a password?,Does the user story involve the implementation/change of some system authentication?
23,271,daniel,V2.1.6,Does the user story involve the user creating/setting/recovering a password?,Does the user story involve the implementation/change of some system authentication?
23,271,daniel,V2.1.3,Does the user story involve the user creating/setting/recovering a password?,Does the user story involve the implementation/change of some system authentication?
23,271,daniel,V2.1.2,Does the user story involve the user creating/setting/recovering a password?,Does the user story involve the implementation/change of some system authentication?
23,271,daniel,V2.1.7,Does the user story involve the user creating/setting/recovering a password?,Does the user story involve the implementation/change of some system authentication?
23,271,daniel,V2.1.12,Does the user story involve the user creating/setting/recovering a password?,Does the user story involve the implementation/change of some system authentication?
23,271,daniel,V2.1.9,Does the user story involve the user creating/setting/recovering a password?,Does the user story involve the implementation/change of some system authentication?
23,271,daniel,V2.1.10,Does the user story involve the user creating/setting/recovering a password?,Does the user story involve the implementation/change of some system authentication?
23,271,daniel,V2.1.1,Does the user story involve the user creating/setting/recovering a password?,Does the user story involve the implementation/change of some system authentication?
23,271,daniel,V2.1.5,Does the user story involve the user creating/setting/recovering a password?,Does the user story involve the implementation/change of some system authentication?
23,271,daniel,V2.2.1,Does the user story involve the implementation/change of some system authentication?,Does the user story involve the implementation/change of some system authentication?
23,271,daniel,V2.2.3,Does the user story involve the implementation/change of some system authentication?,Does the user story involve the implementation/change of some system authentication?
23,271,daniel,V2.2.2,Does the user story involve the implementation/change of some system authentication?,Does the user story involve the implementation/change of some system authentication?
23,271,daniel,V3.2.2,Does the user story implementation involve some session token?,Does the user story involve some token?
23,271,daniel,V3.2.3,Does the user story implementation involve some session token?,Does the user story involve some token?
23,271,daniel,V3.7.1,Does the user story implementation involve any sensitive transactions or account modification?,"Does the user story implementation involve any sensitive transactions, data, or API?"
23,271,daniel,V5.1.3,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
23,271,daniel,V5.1.2,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
23,271,daniel,V5.1.4,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
23,271,daniel,V5.1.1,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
23,271,daniel,V5.1.5,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
23,271,daniel,V5.3.3,Does the user story implementation involve some output?,Does the user story implementation involve some output?
23,271,daniel,V5.3.4,Does the user story implementation involve some output?,Does the user story implementation involve some output?
23,271,daniel,V5.3.1,Does the user story implementation involve some output?,Does the user story implementation involve some output?
23,271,daniel,V5.3.2,Does the user story implementation involve some output?,Does the user story implementation involve some output?
23,271,daniel,V5.3.5,Does the user story implementation involve some output?,Does the user story implementation involve some output?
23,271,daniel,V5.5.1,Does the user story implementation involve object serialization?,Does the user story implementation involve some data serialization or deserialization?
23,271,daniel,V5.5.2,Does the user story implementation involve XML parser?,Does the user story implementation involve some data serialization or deserialization?
23,271,daniel,V5.5.3,Does the user story implementation involve data deserialization?,Does the user story implementation involve some data serialization or deserialization?
23,271,daniel,V5.5.4,Does the user story implementation involve some JSON parsing?,Does the user story implementation involve some data serialization or deserialization?
23,271,daniel,V7.1.1,Does the user story implementation involve any data storage in the log?,Does the user story implementation involve any data storage in the log?
23,271,daniel,V7.1.2,Does the user story implementation involve any data storage in the log?,Does the user story implementation involve any data storage in the log?
23,161,marcelo,V8.3.4,Does the user story implementation involve using any sensitive data or API ?,"Does the user story implementation involve any sensitive transactions, data, or API?"
23,161,marcelo,V5.1.3,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
23,161,marcelo,V5.3.3,Does the user story implementation involve some output?,Does the user story implementation involve some output?
23,161,marcelo,V5.3.1,Does the user story implementation involve some output?,Does the user story implementation involve some output?
23,161,marcelo,V5.3.2,Does the user story implementation involve some output?,Does the user story implementation involve some output?
23,230,tulio,V3.7.1,Does the user story implementation involve any sensitive transactions or account modification?,"Does the user story implementation involve any sensitive transactions, data, or API?"
23,230,tulio,V8.3.1,Does the user story implementation involve using any sensitive data or API ?,"Does the user story implementation involve any sensitive transactions, data, or API?"
23,230,tulio,V5.1.3,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
23,230,tulio,V5.3.3,Does the user story implementation involve some output?,Does the user story implementation involve some output?
23,289,victor,V5.3.4,Does the user story implementation involve some output?,Does the user story implementation involve some output?
23,289,victor,V5.3.2,Does the user story implementation involve some output?,Does the user story implementation involve some output?
24,277,daniel,V2.1.1,Does the user story involve the user creating/setting/recovering a password?,Does the user story involve the implementation/change of some system authentication?
24,277,daniel,V3.2.2,Does the user story implementation involve some session token?,Does the user story involve some token?
24,277,daniel,V3.2.3,Does the user story implementation involve some session token?,Does the user story involve some token?
24,277,daniel,V4.3.1,Does the user story implementation involve some administrative interface?,Does the user story implementation involve some administrative interface?
24,277,daniel,V5.1.3,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
24,277,daniel,V5.2.1,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
24,277,daniel,V5.1.2,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
24,277,daniel,V5.1.4,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
24,277,daniel,V5.2.4,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
24,277,daniel,V5.1.1,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
24,277,daniel,V5.2.6,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
24,277,daniel,V5.2.5,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
24,277,daniel,V5.2.3,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
24,277,daniel,V5.2.7,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
24,277,daniel,V5.2.8,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
24,277,daniel,V5.2.2,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
24,277,daniel,V5.1.5,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
24,277,daniel,V5.3.3,Does the user story implementation involve some output?,Does the user story implementation involve some output?
24,277,daniel,V5.3.4,Does the user story implementation involve some output?,Does the user story implementation involve some output?
24,277,daniel,V5.3.1,Does the user story implementation involve some output?,Does the user story implementation involve some output?
24,277,daniel,V5.3.2,Does the user story implementation involve some output?,Does the user story implementation involve some output?
24,277,daniel,V5.3.5,Does the user story implementation involve some output?,Does the user story implementation involve some output?
24,277,daniel,V5.5.1,Does the user story implementation involve object serialization?,Does the user story implementation involve some data serialization or deserialization?
24,277,daniel,V7.1.1,Does the user story implementation involve any data storage in the log?,Does the user story implementation involve any data storage in the log?
24,277,daniel,V7.1.2,Does the user story implementation involve any data storage in the log?,Does the user story implementation involve any data storage in the log?
24,162,marcelo,V5.3.3,Does the user story implementation involve some output?,Does the user story implementation involve some output?
24,162,marcelo,V5.3.1,Does the user story implementation involve some output?,Does the user story implementation involve some output?
24,162,marcelo,V5.3.2,Does the user story implementation involve some output?,Does the user story implementation involve some output?
24,231,tulio,V3.3.2,Does the user story implementation involve some session token?,Does the user story involve some token?
24,231,tulio,V3.7.1,Does the user story implementation involve any sensitive transactions or account modification?,"Does the user story implementation involve any sensitive transactions, data, or API?"
24,231,tulio,V4.3.1,Does the user story implementation involve some administrative interface?,Does the user story implementation involve some administrative interface?
24,292,victor,V4.3.1,Does the user story implementation involve some administrative interface?,Does the user story implementation involve some administrative interface?
24,292,victor,V5.1.3,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
25,351,daniel,V3.3.1,Does the user story implementation involve some session token?,Does the user story involve some token?
25,351,daniel,V3.1.1,Does the user story implementation involve some session token?,Does the user story involve some token?
25,351,daniel,V3.2.3,Does the user story implementation involve some session token?,Does the user story involve some token?
25,351,daniel,V3.4.1,Does the user story implementation involve some cookie-based session token?,Does the user story involve some token?
25,351,daniel,V3.4.4,Does the user story implementation involve some cookie-based session token?,Does the user story involve some token?
25,351,daniel,V3.4.3,Does the user story implementation involve some cookie-based session token?,Does the user story involve some token?
25,351,daniel,V13.1.3,Does the user story implementation involve using any sensitive data or API ?,"Does the user story implementation involve any sensitive transactions, data, or API?"
25,351,daniel,V4.2.1,Does the user story implementation involve using any sensitive data or API ?,"Does the user story implementation involve any sensitive transactions, data, or API?"
25,351,daniel,V8.3.1,Does the user story implementation involve using any sensitive data or API ?,"Does the user story implementation involve any sensitive transactions, data, or API?"
25,351,daniel,V5.1.3,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
25,351,daniel,V5.1.1,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
25,351,daniel,V5.2.6,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
25,351,daniel,V5.1.5,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
25,351,daniel,V5.3.3,Does the user story implementation involve some output?,Does the user story implementation involve some output?
25,351,daniel,V5.3.4,Does the user story implementation involve some output?,Does the user story implementation involve some output?
25,351,daniel,V5.3.1,Does the user story implementation involve some output?,Does the user story implementation involve some output?
25,351,daniel,V5.5.3,Does the user story implementation involve data deserialization?,Does the user story implementation involve some data serialization or deserialization?
25,351,daniel,V5.5.4,Does the user story implementation involve some JSON parsing?,Does the user story implementation involve some data serialization or deserialization?
25,351,daniel,V7.1.1,Does the user story implementation involve any data storage in the log?,Does the user story implementation involve any data storage in the log?
25,351,daniel,V7.1.2,Does the user story implementation involve any data storage in the log?,Does the user story implementation involve any data storage in the log?
25,163,marcelo,V5.3.3,Does the user story implementation involve some output?,Does the user story implementation involve some output?
25,163,marcelo,V5.3.1,Does the user story implementation involve some output?,Does the user story implementation involve some output?
25,163,marcelo,V5.3.2,Does the user story implementation involve some output?,Does the user story implementation involve some output?
25,232,tulio,V5.3.3,Does the user story implementation involve some output?,Does the user story implementation involve some output?
25,293,victor,V5.3.3,Does the user story implementation involve some output?,Does the user story implementation involve some output?
25,293,victor,V5.3.4,Does the user story implementation involve some output?,Does the user story implementation involve some output?
25,293,victor,V5.3.1,Does the user story implementation involve some output?,Does the user story implementation involve some output?
25,293,victor,V5.3.2,Does the user story implementation involve some output?,Does the user story implementation involve some output?
26,352,daniel,V3.3.1,Does the user story implementation involve some session token?,Does the user story involve some token?
26,352,daniel,V3.1.1,Does the user story implementation involve some session token?,Does the user story involve some token?
26,352,daniel,V3.2.3,Does the user story implementation involve some session token?,Does the user story involve some token?
26,352,daniel,V3.4.1,Does the user story implementation involve some cookie-based session token?,Does the user story involve some token?
26,352,daniel,V3.4.3,Does the user story implementation involve some cookie-based session token?,Does the user story involve some token?
26,352,daniel,V13.1.3,Does the user story implementation involve using any sensitive data or API ?,"Does the user story implementation involve any sensitive transactions, data, or API?"
26,352,daniel,V4.2.1,Does the user story implementation involve using any sensitive data or API ?,"Does the user story implementation involve any sensitive transactions, data, or API?"
26,352,daniel,V8.3.1,Does the user story implementation involve using any sensitive data or API ?,"Does the user story implementation involve any sensitive transactions, data, or API?"
26,352,daniel,V5.1.3,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
26,352,daniel,V5.2.6,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
26,352,daniel,V5.1.5,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
26,352,daniel,V5.3.3,Does the user story implementation involve some output?,Does the user story implementation involve some output?
26,352,daniel,V5.3.4,Does the user story implementation involve some output?,Does the user story implementation involve some output?
26,352,daniel,V5.3.1,Does the user story implementation involve some output?,Does the user story implementation involve some output?
26,352,daniel,V5.5.3,Does the user story implementation involve data deserialization?,Does the user story implementation involve some data serialization or deserialization?
26,352,daniel,V5.5.4,Does the user story implementation involve some JSON parsing?,Does the user story implementation involve some data serialization or deserialization?
26,352,daniel,V7.1.1,Does the user story implementation involve any data storage in the log?,Does the user story implementation involve any data storage in the log?
26,352,daniel,V7.1.2,Does the user story implementation involve any data storage in the log?,Does the user story implementation involve any data storage in the log?
26,164,marcelo,V8.3.4,Does the user story implementation involve using any sensitive data or API ?,"Does the user story implementation involve any sensitive transactions, data, or API?"
26,164,marcelo,V5.3.3,Does the user story implementation involve some output?,Does the user story implementation involve some output?
26,164,marcelo,V5.3.1,Does the user story implementation involve some output?,Does the user story implementation involve some output?
26,164,marcelo,V5.3.2,Does the user story implementation involve some output?,Does the user story implementation involve some output?
26,233,tulio,V5.3.3,Does the user story implementation involve some output?,Does the user story implementation involve some output?
26,294,victor,V5.1.3,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
26,294,victor,V5.3.3,Does the user story implementation involve some output?,Does the user story implementation involve some output?
26,294,victor,V5.3.4,Does the user story implementation involve some output?,Does the user story implementation involve some output?
26,294,victor,V5.3.1,Does the user story implementation involve some output?,Does the user story implementation involve some output?
26,294,victor,V5.3.2,Does the user story implementation involve some output?,Does the user story implementation involve some output?
27,353,daniel,V2.2.1,Does the user story involve the implementation/change of some system authentication?,Does the user story involve the implementation/change of some system authentication?
27,353,daniel,V2.5.5,Does the user story involve the implementation/change of some system authentication?,Does the user story involve the implementation/change of some system authentication?
27,353,daniel,V2.2.2,Does the user story involve the implementation/change of some system authentication?,Does the user story involve the implementation/change of some system authentication?
27,353,daniel,V3.1.1,Does the user story implementation involve some session token?,Does the user story involve some token?
27,353,daniel,V3.2.3,Does the user story implementation involve some session token?,Does the user story involve some token?
27,353,daniel,V3.4.1,Does the user story implementation involve some cookie-based session token?,Does the user story involve some token?
27,353,daniel,V3.4.3,Does the user story implementation involve some cookie-based session token?,Does the user story involve some token?
27,353,daniel,V3.7.1,Does the user story implementation involve any sensitive transactions or account modification?,"Does the user story implementation involve any sensitive transactions, data, or API?"
27,353,daniel,V13.1.1,Does the user story implementation involve using any sensitive data or API ?,"Does the user story implementation involve any sensitive transactions, data, or API?"
27,353,daniel,V8.3.4,Does the user story implementation involve using any sensitive data or API ?,"Does the user story implementation involve any sensitive transactions, data, or API?"
27,353,daniel,V4.2.1,Does the user story implementation involve using any sensitive data or API ?,"Does the user story implementation involve any sensitive transactions, data, or API?"
27,353,daniel,V8.3.1,Does the user story implementation involve using any sensitive data or API ?,"Does the user story implementation involve any sensitive transactions, data, or API?"
27,353,daniel,V5.1.3,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
27,353,daniel,V5.1.4,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
27,353,daniel,V5.2.6,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
27,353,daniel,V5.3.3,Does the user story implementation involve some output?,Does the user story implementation involve some output?
27,353,daniel,V5.3.4,Does the user story implementation involve some output?,Does the user story implementation involve some output?
27,353,daniel,V5.3.1,Does the user story implementation involve some output?,Does the user story implementation involve some output?
